,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,target
0,0.032446413528562895,-0.06335826954019143,0.2824601571335269,-0.5857506667230252,0.24065075958975704,0.18018782766670732,0.18151700905932774,-0.09978389120633292,-0.10101526732679246,-0.18828471818613293,0.21883498380871969,0.12733437749242613,0.009809928511651963,-0.1285382573546251,-0.20789284768297991,0.028280630500236385,0.175
1,-0.4890724003273756,-0.056363687453517185,0.3891066157387012,-0.48338323006815764,0.1702492949144726,0.09026645919734963,0.060855844642886625,0.0615748031396546,-0.03696039265892038,0.05012870228870304,0.1282404165497869,-0.08185640092567292,0.01183282953183545,-0.1126078602036189,-0.023727175906839322,-0.06101663273724281,0.676
2,-0.4624964761106751,-0.0005425396871714345,0.4145740708301984,-0.4462506354715754,0.0221366156068224,0.029836940590789687,0.04836786351301191,0.0535377880407928,-0.03133443000718423,0.15863343505250352,0.09834541915539725,-0.03823683178066493,-0.019888435130054796,-0.13042050382661352,-0.051267371730091674,-0.03736556153062558,0.633
3,-0.027492023617978596,0.03129852470488734,0.37709704404949856,-0.47692376304926126,-0.04786471264462366,0.01964401229881147,-0.01161392816079388,0.061622610648501656,0.05672055328356684,0.07993832977792402,0.05740095463674548,-0.03700271165441038,-0.039113544790525125,-0.08615202101526537,0.02309951992522601,0.020742914487125307,0.206
4,-0.19906478526693347,-0.04492558733814377,0.4544410979169937,-0.32929390736042996,-0.17840858166292844,-0.00038539814552205845,0.06486965021125234,-0.15599235709425055,0.06700452074763091,0.022999250249837087,0.08279638832724141,-0.039992895103580804,-0.07544382317306288,-0.09693458632058126,0.016041202724275228,0.05168774758970255,0.384
5,0.07424496290702318,-0.08582508876264713,0.14910806767535334,-0.4912685353475675,0.0507515766769569,0.04546529892361573,0.049221018465328975,0.003022084917759374,0.03559255157195999,0.04676969535197786,0.007838074280712514,-0.05274665636692361,-0.08510038809052085,-0.09027549518380175,0.037150518941935454,0.03603894540263946,0.06
6,-0.2786842479046426,-0.04773842465186619,0.2276538355140045,-0.4765952689656046,0.02484105026126433,0.06246961296128414,0.05922181934605931,0.02151127449120514,-0.05467200703365051,-0.00950573641471096,0.04655981154296952,0.04249574674508339,-0.07984466972983273,-0.059665120016921876,-0.017334855876667683,0.012870326520022452,0.415
7,-0.4776911111256195,-0.015056815875396852,0.25323638436158735,-0.44419057238285303,0.011917342712556008,0.05752478127254597,0.027623064255911798,0.056860908776127414,-0.06115389835023632,0.028702448845345275,0.05567863701575648,0.00910626152220652,-0.07784207097044371,-0.04948344891716475,0.030535398967146746,-0.003547457728957851,0.609
8,-0.8356130226582077,-0.010232875214525023,0.43330843587638646,-0.3329328630731395,-0.17487609481108213,-0.03351314952014642,0.04912737872074842,-0.07205051661645313,-0.014704366125052125,-0.007550576229855363,0.07718626987233321,0.015596853845376025,-0.08157130449262373,-0.0469805498527073,0.015665671459324463,0.02105036438387429,0.981
9,-0.7758652920131645,-0.3464050299851485,0.13036612900560637,-0.29100743098874277,-0.2242026280707993,0.03832930458805811,0.059242006636659336,-0.1099272173907465,-0.08493737696370647,0.03256283103534036,0.06613147052403326,-0.033867976607969086,-0.08317197740997637,-0.0486935319629913,-0.06791427664493535,0.061382553126833134,0.818
10,-0.8434924885884786,-0.523210117996814,0.04255625532879587,-0.18500509633671708,-0.07182375487545238,0.04182283347491194,0.034891480303402715,-0.03499062716789906,-0.16077831578677967,0.04884110637084551,0.06594056339923941,-0.0879599152060933,-0.08331083454424278,-0.025516903493854808,0.0017554475358032625,0.0603925440501418,0.877
11,-1.0392858255085304,-0.552280359931789,0.1771712995243823,-0.0636985091770117,-0.2603055262893366,-0.11009333672386183,0.08270235442657703,-0.12510877516738628,-0.058762668342736586,0.06654405158427519,0.10542018941959,-0.044383190476784115,-0.17432146588242353,-0.0574619881459283,0.019400882399272748,0.12713899373757342,1.077
12,1.2724436050515546,-0.5553336585466241,0.10088460193708951,0.2985561166183744,-0.08050469084436654,0.12790802813048774,0.19799686661086238,0.18718621450653972,-0.05998410893757698,0.10232894265242089,0.14357675893090968,0.03461589443567262,-0.22956275417463487,-0.002858954094246692,0.11907147489320721,-0.013926730061470003,-1.099
13,1.846355611813364,-0.6101872740665508,-0.06657172681598067,0.1803597328852331,0.13627791114260432,0.18360337848482017,0.2522856433437574,0.10837343604402941,0.024864969749730792,0.038666965336772656,0.19829409902093226,0.031909495860349836,-0.23294989887502104,-0.005688315281675935,0.1320213675723597,-0.041672712677574636,-1.656
14,0.7939204593430198,-0.6453719073703216,0.13973132260998608,0.11623826409464773,0.05053189738776691,0.08991102408298081,0.12885616181225562,0.06966675119706803,-0.049606307126404375,-0.0860938708836185,0.20688713638439232,0.01125615515522524,-0.22994459520058694,-0.09245509801255998,0.08038349755661156,0.059803690377214704,-0.615
15,1.5647563073235635,-0.6347519506010363,0.07544920735503821,0.20940534833891378,0.07758401832269628,0.1462649515344993,0.20083652655637071,0.12831576208057754,0.030494455671838627,0.095628432117622,0.1305493128004101,-0.007332270492049448,-0.24186875671018934,-0.17582337663344189,0.07270437317792804,0.005687134637603924,-1.366
16,0.5642087385364963,-0.5807470928839342,0.2913380338818335,0.18831171819509143,0.039353844366149145,0.058453743155836554,0.25564990829126183,-0.1647685296997544,0.0614605860710302,-0.05049966264144837,0.23004854550422904,0.01172687018799825,-0.26022763598437304,-0.2142711457437732,0.05583827665872153,0.10279875263567309,-0.345
17,1.8813047792074327,-0.3100070997915638,0.19390405486747686,-0.03549996328435335,0.10476690183372106,0.08946619634707972,0.19852016527646535,0.19998407330137136,0.07409990617343327,0.0002752143496979345,0.1251340765461594,0.06300581235606455,-0.24793708276042675,-0.13227736475655602,0.06951492001451721,0.0037612078608272007,-1.625
18,0.9547043386656124,-0.26061381773613407,0.1693088921415135,-0.23916583486823803,0.2472390442016467,0.09057495783724097,0.1361853048277914,0.15790399291143153,0.033809590631301296,-0.05041940674527684,0.156242350719588,-0.04740560974043917,-0.18649375358307385,-0.11778850577459163,0.05727923744700459,0.10793929019632943,-0.735
19,0.30579228204929354,-0.2380955785546717,0.07677828680729733,-0.4156397098152177,0.25074351413382207,0.03349076175052649,0.18847483487332536,0.12733507310401754,-0.04044968133280017,-0.030594550898232445,0.09865730910945494,-0.088799821036719,-0.08608167590714493,-0.0034675901797473927,0.02626075004948717,0.0629167478886964,-0.153
20,0.11113184623384913,-0.15849235733787864,0.16543114483955246,-0.3397112096142014,0.24122735919598504,0.07819607961548407,0.19160127549190464,0.19698859426707918,-0.08529468231866735,0.024941267368388465,0.15004957792893517,-0.06492064389717218,-0.08819451730132799,0.0052807327103574315,-0.04199809278733332,0.09973704928730469,0.054
21,0.1625103925841753,-0.02090046302429851,0.24615538594862352,-0.3130675411591015,0.2955241999743365,0.09028028065667185,0.13534486797945014,0.19164384000673373,0.1480943608089182,0.20341599237385044,0.2486410658058918,-0.0053028086391035635,-0.01769370226424315,0.30033500904738153,-0.033908389248626755,0.05135695041677703,0.037
22,-0.13194594853839503,0.009351691322092247,0.24025248453527626,-0.3803834583051419,0.14664959628201668,0.16918287440998608,0.06896204408035768,0.06793575976914935,0.15207717125418407,0.173158079138691,0.35687508329471446,0.06310463265755155,-0.024461684311007183,0.4481601425299223,-0.06382475136042788,-0.007000876983049287,0.295
23,0.16352651264472512,0.013417933651355312,0.3849414807545899,-0.1637310587357601,0.13700700878750588,0.1998577668674052,0.04211487672221858,0.08900401718456272,0.26156212014276875,0.19612749936202492,0.36657028155183974,0.0910266734595406,0.009167894190485438,0.5175374077462759,-0.049107083835921765,0.048669936448496647,0.064
25,2.8794329502308353,-0.15054951812404585,-0.0028460689367698667,-0.10826659208466434,0.05780290533315713,0.08719216730274952,0.023202125414435244,0.07473098021908756,0.07851874715013123,0.04477000186113623,0.0651872470327561,0.025550527999834406,-0.11991526863596352,0.1054079161505401,0.07650041036606642,0.06256256473531616,-2.613
26,0.19888368076802435,-0.5082820717400185,-0.059024048830761414,-0.19382205857090273,0.1913080530342732,0.06993652512052363,0.08298584195009569,-0.26211551387240767,-0.14046543040319284,-0.07232963548138795,0.19594526172792062,-0.036110923391254254,-0.053324465313639,0.04568242468989289,0.004736526476410291,0.04803401432927955,-0.073
27,-1.204825501589387,-0.49787139815680354,-0.07264296141997649,-0.3942842378951772,0.42614531382410054,-0.07224440874426716,-0.12478199113338538,-0.3790000375074933,0.1221486425244981,0.10334486028017605,0.21170045527870196,-0.18395206051442797,-0.13034712217869832,-0.16735055095677784,0.0738309858901099,0.15902988268759025,1.273
28,-1.788558058880551,-0.5157002480174375,0.09022195188047016,-0.2758472394930613,0.3883227921558082,-0.04019335187747928,-0.028394396678860886,4.481594592448479e-06,-0.14198689643013135,0.07843411281506774,-0.025615767238178554,-0.019641090729948577,0.00013882049700521696,-0.029664933939152423,-0.005919035052207397,0.1342151939544955,1.849
29,-0.6114079758585126,-0.4405088780980772,0.06360973008423076,-0.01856883379253144,0.3482430706744346,-0.0062499005363425494,-0.019946312008352455,0.1458485131930307,-0.14801057248665792,0.3343371296279751,-0.046674871920493174,0.05277671281875335,-0.07948636442957958,-0.07648679433024212,-0.06595542410027386,0.07226121616672901,0.718
30,-0.2700477711831115,-0.45669772912249945,0.025074399347240386,0.015580482526083489,0.3339576311642078,0.03993210600578687,-0.029569226737006564,0.020893385800132332,-0.10005564918170896,0.24117028491573034,-0.02387677566478038,0.11601652080436145,-0.027919077292871207,0.2091713387641871,-0.043152961059373246,0.04588814068209899,0.396
31,0.7063124350890833,-0.4883358654779364,0.06547282870411626,0.18341813167666673,0.043401325770248675,0.11615773012337365,-0.16017577541264216,-0.019092472079824646,-0.02314648011786017,0.2429990294570608,0.021244875580678554,0.05087434725095396,-0.14408693418196594,0.09803053689785864,-0.02677502405488295,0.10283408707718054,-0.553
32,0.5073530814349964,-0.4139805317932085,-0.03718003886881289,0.04080936072622688,0.46422677969407783,0.06252571163575689,0.05464410951198651,-0.3376183730396221,0.03644533026258087,0.11542405800007836,-0.08045929377713025,0.01839908709615921,-0.08463634842397878,-0.03254568616355883,0.034892190547305246,0.062363912967608535,-0.308
