,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,target
0,0.01939358950325412,0.11074756354829587,0.027775962386952967,-0.42977279702005394,-0.49208323570304113,0.3026738583451457,0.18100666840169738,-0.04128001180813948,-0.09598874940874771,-0.07893225777795054,0.10339508018244925,-0.17587682859505777,-0.04404899157190013,-0.005923044857675716,0.02463941481086103,0.175
1,-0.5007154388183117,0.09617812981969709,0.1340646176946137,-0.4344193314123757,-0.09568578949963226,0.19498961524979222,0.10861982928253591,0.08050401884299138,0.055821674673796166,-0.07250199453134909,-0.04739676058763019,-0.021609681190839253,-0.014454034064358844,0.02130884466328341,-0.062099343831535044,0.676
2,-0.4808691735304843,0.14311317073896043,0.07816587538633152,-0.4188209091598153,0.019285594684057005,0.13955581879234288,0.15234539724022275,0.1397264491771791,0.001670867703471885,-0.07177425147349249,-0.030297461638699046,0.0017645487260596496,-0.027850932711601925,0.04469411678558603,-0.05861651786784247,0.633
3,-0.0448641972817228,0.1816674802802297,0.00698886429749707,-0.4516236305882921,0.04979718428433902,0.10759703521879398,0.0303433018808579,0.07912472554840383,0.004105352274552617,0.019870793024815786,-0.059885448887771676,-0.025334104109006484,-0.06221007757300078,-0.005702809788567784,-0.02064509519732379,0.206
4,-0.22681456065770594,0.07820001007771986,0.04616438371553636,-0.3930025010969622,-0.01091979236031023,0.0897535789758383,-0.01434716410113534,0.06254661194189413,0.04791754617406462,0.011156119836767257,-0.007773503625058584,0.03738814900335715,-0.03790425866613462,0.025160404916302156,-0.029575408369218993,0.384
5,0.06861442395754258,0.061522477532093195,-0.09428511870190948,-0.3448624096935159,-0.06784904110717557,0.11131136114452184,-0.012242927668773319,0.07607606178928523,-0.015857562461130164,0.014634118803739974,0.05685342315358678,-0.007122618771916634,-0.03187198632706525,-0.009154500275361946,0.03343803577605927,0.06
6,-0.2908459264555177,0.11231223438583174,-0.06996466250200957,-0.3491120422771486,-0.12810829035490431,0.13622448080644123,0.035140954893678855,0.06599556403002071,-0.05232826138494911,-0.008601112968705407,-0.009567063683081092,-0.042797678764405225,0.04448411987140769,0.011756542615086827,-0.0244211552104652,0.415
7,-0.4905927846544765,0.1348895300123664,-0.0471700199562293,-0.33344073683421993,-0.06471402093137182,0.1202350596023928,0.023306686730553736,0.08517758880135505,-0.005135810424855506,-0.0002320268420633791,-0.039726068726690295,-0.028142463820246055,0.013371995371299919,0.036627445665296056,-0.028030679546156952,0.609
8,-0.8615214429686975,0.12728078004921178,0.01836915260883218,-0.38063672225860373,-0.011161772883169859,0.08033168583483716,-0.0049600680538762106,0.0567908488233404,0.029091637242336876,0.0016625666831686196,-0.016620928571710776,0.012394155299567932,-0.019173613156611112,0.0178006181131373,-0.0021722156191865518,0.981
9,-0.7940825473977778,-0.25653323351581625,-0.18575405944630127,-0.23156567053902868,-0.05550771480776369,0.07295082509245421,0.012179463257464074,0.08187543529348572,-0.025987338963853884,-0.02273507944933151,0.0026049501583207115,-0.06290992851185533,-0.09720628408854518,-0.02883976196230572,0.04987292883484085,0.818
10,-0.8527930594044656,-0.4414919790971696,-0.10694488832087723,-0.12228975604331575,-0.0568961761920259,0.05920127512404076,0.004154405948691133,0.08625401618711463,0.015788153249001655,-0.0033687021476779826,0.02458891408627705,0.04345751658369128,0.009049145818096896,0.03455931287063032,0.008451737415448817,0.877
11,-1.0601173584280996,-0.4676113502210876,-0.0703238272469718,-0.14109167115679772,0.051350203365585406,0.048218605068391186,-0.017589410017994887,0.06430718273116814,-0.0055602181873726664,0.029966976643132092,0.03457127134561564,0.06093735494276416,0.09163819742232668,0.02291665550242624,-0.006348457366706117,1.077
12,1.2589688329843194,-0.4342952914400973,0.1323494730245402,0.2720327543087246,0.15151663825960096,0.2897723333851364,-0.03304350432394778,0.11528133812339134,0.02449410038018679,0.0008808225301024673,-0.10271699809484046,0.03471182736126891,-0.02586917705082756,0.06973665064231746,0.05593264824123946,-1.099
13,1.8474914198604666,-0.47098700979082775,0.09859709753262391,0.26583411972642457,-0.04500688185967664,0.36258878199046735,-0.05437769845157617,0.06292522099610734,0.04676337108526126,-0.020189064835134735,-0.06207799532045761,0.053026645382686234,-0.06002435387619746,0.03476037001780921,0.0015512916840939868,-1.656
14,0.7841259895781637,-0.5007957416703829,0.1574851543666235,0.06639508734041549,-0.08080809635429897,0.2619663516807404,-0.052163556226669544,0.0038176765909937508,0.023309101182997186,0.015492577788182173,-0.0209273027472271,0.07905014797444838,-0.010661793973447901,0.007471032001865484,-0.013305013571507453,-0.615
15,1.5609876532010454,-0.4939245180794292,0.18749662777111076,0.20393270034729447,0.06284764900766021,0.29819262739284214,0.006127467774478395,0.09536937475044212,-0.011437585170264804,-0.032829639415457725,-0.033298455627670406,0.08834671150056342,-0.010926004325852279,0.02966913994788254,-0.015333143849182712,-1.366
16,0.5468309934133851,-0.46002996032282856,0.28944444031655325,0.05931664210976629,-0.1324826915467169,0.28370611004486557,-0.016072672342863026,0.013866174705270224,0.02564250363646502,0.013392025379411854,0.006667007302422034,0.08117633164508489,0.049065717330060175,0.006944210180428931,-0.03802706649562025,-0.345
17,1.873848099962816,-0.12135582752867914,0.16277123932704796,-0.019104390020457353,0.024608551953187823,0.3401015077154918,-0.02086587041734398,0.044819015141350754,-0.057474086865671424,-0.01194496379666034,-0.01968946818767051,0.06057603552571082,-0.03503284899166813,0.030562821028982837,-0.020985119329347397,-1.625
18,0.9508990050479963,-0.10927263126507077,0.13717675332350535,-0.16462587724746616,-0.10554996713698239,0.3126677277245937,-0.028720868373483973,-0.008671924504774647,-0.042685837182209654,0.042447472855509406,0.06583333715570247,0.075728216202333,-0.015510780195865147,-0.00686418847996181,-0.01730508183868136,-0.735
19,0.30575976740845423,-0.10766470830253931,0.0023986725840739746,-0.2706695642432981,-0.1338040888499009,0.2818933889236103,-0.006758264220080264,-0.004531657783742244,-0.02726801641786369,0.01649844114616578,0.04589094847489505,0.08521365472452215,-0.016514512205479785,0.019352947640158977,-0.03401084761590628,-0.153
20,0.10418849912681587,-0.04748594593208414,0.07588381766828171,-0.2194216911757994,-0.09344493841372921,0.3310745677608026,0.05819310729510234,0.024268766708929843,-0.08000285372177934,0.0064253410049989745,0.0821500298446817,0.09860745970332034,-0.028161819038101787,0.02368796396575331,-0.022880299874748475,0.054
21,0.15783517012873619,0.09263372721390184,0.1742412715787405,-0.2402862212572918,0.01647946795056985,0.3412209634032647,0.02653599816941238,0.028145088181955113,-0.06999713475224321,0.018073039611497952,0.048291824930336444,0.09603601473940662,-0.023359147911705427,0.017559003450512912,-0.030204365025582974,0.037
22,-0.14290222756859328,0.12083918184023021,0.03598016679511259,-0.2817554163023453,-0.08097819959792299,0.33189075970061155,-0.025810713861417253,0.054637228156540325,-0.024220503834901316,-0.018065974120156092,0.03392170202971518,0.06413354066910239,-0.02295178083418341,-0.022191273384640567,-0.024171456814852298,0.295
23,0.14737513907964417,0.11429458861411,0.2289475801050572,-0.19358598498398372,0.022680456342922473,0.33307199615501326,-0.05978332219584754,0.004566062333419311,-0.04149365861474968,0.048650600852772986,-0.025989465022978737,0.04286303788447751,-0.03396395443220039,-0.012587465307119872,-0.030094019785295984,0.064
25,2.8709546919306264,-0.06243673730413824,-0.030440203367621488,-0.009156240490048484,0.000974151586610663,0.1234983361504115,-0.09763759516707972,0.007958649836427424,-0.040251532439088925,0.06361548294309238,-0.061048736050107404,0.059841303286313104,-0.04684048221191029,0.021103336059162373,-0.025263083317856982,-2.613
26,0.19343867668679193,-0.4587166726569301,-0.04259726471335985,-0.07590450186872716,-0.39001312110196223,0.08354905656808531,-0.0024418845993428983,0.0009170597772535288,0.06994146463374667,0.006088049918639156,-0.05692620232459552,-0.04800641961447198,-0.060156647790273785,-0.08311476538856886,0.0005281682008605348,-0.073
27,-1.1926323395445617,-0.4456889543661918,0.021026778966453722,-0.26309600982778336,-0.36580611831720194,-0.09463657547379475,-0.0028574236786771665,-0.00456065060984007,0.06573099573036614,0.04327893896208928,0.01577185395867097,0.021469356341266524,-0.10838584518275562,-0.03309818720438389,-0.017983221950140592,1.273
28,-1.7796175885360668,-0.3688119606566068,0.15031935997353027,-0.19258139949106975,-0.18349898753540447,-0.0483678385553356,0.09700261800605009,0.021081830848076254,-0.09379657445221663,0.06876162361405384,0.06166024939319284,0.10058967211784028,-0.0019530326267686942,0.003876081331980752,-0.0006659744388782169,1.849
29,-0.6058888919702604,-0.3174520150565985,0.21284997411748535,0.06792586320337653,0.0356832831643638,-0.04040597357480195,0.20706336676683396,0.16419631022934048,-0.19475359466887646,-0.012816456092029853,0.02771419295356488,0.10260931884703468,-0.025277375995631436,0.0314698991621697,0.02656062638233269,0.718
30,-0.2648500510034712,-0.3389120314593082,0.18857435841744322,0.09090768422485428,-0.07675636341938727,-0.0584295624932679,0.0759220505682614,0.11188817257094212,-0.1554127440126713,0.022711134321039828,0.007174007199904177,0.09517789782923425,0.001698137238508866,0.03200512779865718,-0.005418219656361275,0.396
31,0.6981403607648005,-0.4210916926969848,0.1297285558994317,0.17270822606773142,0.05599130485604339,-0.09791097683333387,-0.027457379018116877,0.1412814961733319,-0.12524012521879987,0.03195174166308064,-0.01081746171974504,0.11147196375919279,0.013093148700103741,-0.02169568891043754,-0.046303083626107966,-0.553
32,0.5178883677914561,-0.34489694631589707,0.2546878214365321,0.1344017672992023,-0.30994302889456304,-0.106057703536824,-0.016065154506823654,0.07057615716506795,-0.06005551976107688,0.035378427008197266,-0.03708183906191369,0.04742122581101125,-0.037835545724111685,-0.01929343911604137,0.013094334662760696,-0.308
33,0.7011878742998323,-0.3993979499040219,0.25434794896567386,0.12270126674877367,-0.17797700386889728,-0.13812846492732367,-0.019796001306582475,0.08606596521845353,-0.08367346814547014,0.011508636068703284,-0.044757600306508556,0.06491419188520568,-0.04190235917777027,0.005107424733568444,-0.007850418488932486,-0.496
34,-0.5592694389821734,-0.3397444831886476,0.18765855352453767,-0.04981492372138979,-0.37913717964638094,-0.20728334462764497,-0.04025147500005776,0.1032437812953874,-0.08046600518549267,0.008192269690596542,0.04605019656576596,0.04795932990469121,-0.04438702164081887,-0.05202061417277853,0.019930380292863016,0.71
