,0,1,7,19,2,4,10,21,3,13,16,8,5,9,20,17,6,11,12,18,14,15,target
0,0.4926591438266414,0.3515250873678225,0.23187020115954374,0.2867004681584648,0.43109098969514714,0.47735041196372624,0.3697963322619447,0.021974927180955357,0.5854422851423896,0.12134839880733288,0.6029135045177719,0.1404438393080594,0.13472904575615488,0.37246079689184364,0.0,0.6090232068131171,0.033301516690834254,0.5375944040726099,0.543432239698763,0.5564815877003397,0.2561543690253837,0.32669758654630865,0.175
1,0.6347778398698763,0.4823230954484637,0.4303409851358988,0.39835652899825136,0.46537875140188084,0.43337890299084353,0.3605913230579298,0.47875535856942836,0.6142528686518481,0.1797590640101142,0.5998059662434638,0.2616722512327348,0.15741077979023504,0.33778116790599827,0.18262293434746615,0.6092792569603017,0.033301516690834254,0.6551150644889226,0.543432239698763,0.519800991937999,0.25636812700841144,0.34743846779620263,0.676
2,0.6511704686264586,0.5278635787935902,0.4506216205117963,0.4493478111539948,0.4937234846912232,0.4200047487795072,0.3699486629371392,0.500090611537837,0.5788169819246659,0.21588315259380744,0.5981101706589106,0.34589529826979554,0.1777688549746955,0.43803481472430683,0.29965811872829357,0.6499784747489186,0.033301516690834254,0.5816839525280194,0.512766148324024,0.5365359431669668,0.25711676111611753,0.38517960398592804,0.633
3,0.5503378452605769,0.4591708765923719,0.45286969215308714,0.4497859803127592,0.5018754467474614,0.5037277573136469,0.3788634590404961,0.5711759858267823,0.5426478141672355,0.23717138451751915,0.554965224652368,0.24124935697473887,0.1963782828908028,0.4808164345608319,0.2513224966787616,0.7675702390785656,0.04428405296670277,0.5820992312219575,0.5200954115738735,0.5398706774080267,0.25604751294259726,0.38435774152839763,0.206
4,0.5331570796896682,0.552949903463865,0.42472851973587794,0.46063598149886853,0.4979636907911258,0.4573909975543837,0.4129744252448886,0.5835257159675601,0.5503341974744284,0.24165359224939958,0.5312528968324151,0.21198655956144072,0.21153579321246704,0.6299772446026449,0.18800797717695739,0.6296952012434904,0.04428405296670277,0.37453162294970627,0.5235919984036483,0.5628444882764356,0.256261240380389,0.407768056707583,0.384
5,0.4526538202436403,0.548976728769502,0.4782954623927921,0.46738883159598543,0.5233157056366404,0.47840791683335915,0.4289039764945664,0.45543116023132646,0.5522623385712006,0.2486295155844796,0.5202163378432565,0.18407611716521433,0.21952210564041016,0.31366998745063424,0.1968239820075454,0.6085110430549248,0.05375983314930742,0.6122197998820605,0.5590706323024974,0.5985944669934019,0.2561543690253837,0.39094163463755494,0.06
6,0.6061104124252563,0.47521222465290003,0.5629566807734379,0.4419546199911264,0.5639208319255093,0.4383433107834449,0.45161921724691473,0.38809384641674194,0.5763178768187411,0.2486295155844796,0.5384067198335916,0.21143926087970752,0.24565923219924057,0.37952656737136903,0.2004259664981725,0.6092792569603017,0.05787418227492303,0.5540305917519496,0.5590706323024974,0.5985944669934019,0.2547664308915362,0.3870985325176136,0.415
7,0.640602991018297,0.5141029886362177,0.5713826081064821,0.4834762031197556,0.5753087149879192,0.4440163244519615,0.4251748640962505,0.45298144904080145,0.5910161628719115,0.3011392455984208,0.5523992955211255,0.23241727638688356,0.26427259110702583,0.3889225009824074,0.22653772766858407,0.6085110430549248,0.06411208012188663,0.584386202372371,0.577444966239824,0.5568892066185696,0.2555134615839979,0.3979595224955499,0.609
8,0.6275036272762299,0.631322941519071,0.5749019252953441,0.5242864465507058,0.554022689903836,0.5022669141956516,0.4449393291358546,0.505513792775855,0.5948039136953941,0.3158350853744182,0.5518289153856142,0.2636617224263193,0.2779909946939314,0.5796766849337235,0.22164582984819445,0.6085110430549248,0.07795422865155043,0.38463803233258587,0.5841170312735067,0.5635184969731516,0.25690278927172727,0.4385848864087366,0.981
