,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,target
0,0.024277005337647255,-0.11275081053756587,-0.6174273673804541,-0.3431603587559,-0.07084463393461479,-0.19045105822113204,0.05822502755028245,-0.1948775922718049,-0.16256761481144819,0.14949608863882408,0.016940760878640927,0.2199826270002482,0.026311794052257524,-0.1396081769437353,0.22779582657174746,0.0766814686459532,0.13032804733133543,0.06333246299321083,-0.09398277318558616,-0.025416688077054758,-0.09393990505756745,0.03426735439307446,0.175
1,-0.5112739720316927,-0.11493134675938256,-0.6064241857226241,-0.17680884270457572,-0.054696708655967013,-0.09344078945615418,0.07019208227106921,0.07819626643075986,0.016859459367322954,0.10612009109691348,-0.1156574517942597,0.0500676395640212,0.0418930486547725,-0.10492829355209038,-0.013362269036033972,-0.08277063570475514,0.0024137387247846836,0.0756219947838981,-0.026518965584910605,-0.025778226216394095,0.03841189205465877,0.01140782388989398,0.676
2,-0.4865703989118797,-0.0611437159907311,-0.6030641671234107,-0.01849734746549113,-0.06363655798258575,-0.023457282346758857,0.09141564432114314,0.11499078924371803,0.11034013127434615,0.09587699668208766,-0.07409613535499728,0.07748812649150393,0.03620146036773467,-0.11211562303944833,0.028491145203564168,-0.06135531748410288,-0.020640938853195148,0.08976764437899756,-0.021270486802511913,-0.0221809244453833,0.026730335215020433,-0.03244885616301373,0.633
3,-0.048707801599812514,-0.023029916029978233,-0.6011101124782918,0.01582603370132571,-0.1412669784149955,0.036368599555843595,0.059278594877096615,0.13986983131371528,0.005696576831094155,0.0673005375749283,-0.04849168312274619,0.044865347423596304,0.0007692887357304718,0.0015900741172002878,0.027619099117283306,-0.08371968047169241,0.007148047324094227,0.04493146138964466,0.014050199694194049,-0.05213812954079531,-0.013369832590937577,0.004364246414432024,0.206
4,-0.21416306501000767,-0.11014252254212065,-0.5729673633283671,0.2035316461162323,-0.025138029592398813,-0.002305622540133889,-0.006404447048437326,-0.03472208150133412,-0.0019937316272727107,0.06859662284654347,-0.037032611750346535,0.030414554759791494,-0.048773399892406366,0.01450456377326735,0.04627860209991085,-0.014355103835475282,-0.05455934207137897,0.05810409642519156,-0.01485412802828004,-0.028022334027161876,-0.004415757161582068,-0.02784041058819048,0.384
5,0.04678945515459594,-0.12150862045415133,-0.44495205979161756,-0.14500641948043289,-0.24000924224959616,0.05471831516324205,0.1013784414139314,0.039156649896325474,0.0004904247812286927,0.042606878857819545,-0.07824925392827248,0.03168666137852787,-0.03761367237842396,0.03320620115620338,0.031328201452761974,0.06706992400659283,-0.0004233494996490541,-0.00853065889424831,0.02398619560820827,-0.01908876484267281,-0.045177663424266545,-0.013244239129849041,0.06
6,-0.31293652758989954,-0.0811072410416978,-0.4929279202359094,-0.09397810728331028,-0.19557739669515373,0.01432540284623183,0.09759899727576671,-0.016643075708897115,-0.004082338952636086,0.049071615677366544,-0.02245233931277546,0.11920116723484228,-0.05667923055785404,-0.03184836500077397,0.027480311659525088,-0.037566747859259404,0.046778996084151724,-0.019997254212853068,-0.05319385617194124,-0.002873384474315389,0.0013912502216144333,-0.04390028805254279,0.415
7,-0.5121970218721408,-0.05353164302192879,-0.49035016207094934,-0.05998669935961875,-0.17441024094619623,0.011581672533023609,0.0875593895982496,0.03341415081008581,0.03281131217053056,0.060302493442736936,-0.04826619158873926,0.09383325626373658,-0.054742562229641155,-0.007701460004510215,-0.01136664283658684,-0.06790045774922082,0.00873826530395321,0.016739002997822567,-0.048626453250622974,0.0010458792217398856,-0.0021411103127252063,-0.0024256588524291574,0.609
8,-0.8641278705400489,-0.06339702792641323,-0.5595001643977746,0.2009665811825819,-0.015274422269321302,0.027019610470654744,0.024235005628555382,-0.0282164391938663,0.015162072983642992,0.05264212935052489,-0.018109762159451863,0.06784610888355895,-0.07495804963675898,0.008596630095346693,0.01190373231087002,-0.0142156085783965,-0.033998110975198254,0.020536066212913155,-0.02598882955123677,-0.010265947248947922,-0.027422641316883073,0.010122924216997335,0.981
9,-0.8267359615504458,-0.3693711052870664,-0.28439520315871025,0.16637077719781004,-0.21120647188791242,0.0716239577853228,0.05332422021762404,-0.11684723184138351,0.06074307314524753,0.08140929704299285,-0.06169179219403602,0.049055032039805074,-0.05585710170099464,-0.017704382357685216,0.14428864859580906,-0.016070399022840316,0.033869027514838126,-0.009716426353185252,0.0011454670763762415,-0.05826748196833334,-0.11333292865244214,0.006929184080901336,0.818
